,Unnamed: 0,Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_labels,aws_sentiment
149,149,@Batmankuwt دانكن اي شي منهم يسد النفس 🤮,دانكن شي منهم يسد النفس,['🤮'],5,negative,-1,-1,negative,NEUTRAL
150,150,@bbx129 كيمس قراي صار ممل,كيمس قراي ممل,,3,negative,-1,-1,negative,NEGATIVE
151,151,@bc86___ من شفت شعار ستاربكس الوضع متئزم,شفت شعار ستاربكس الوضع متئزم,,5,negative,-1,-1,negative,NEGATIVE
152,152,@Before_i_go1911 @getCOFE لي ٣ شهور اطلب من دانكن كل صبح ولا شفت اي خصم,شهور اطلب دانكن صبح شفت خصم,,6,negative,-1,-1,neutral,NEUTRAL
153,153,@Belsheshtawy27 وزعو عليا امبارح نسكافيه بطعم النكد,وزعو عليا امبارح نسكافيه بطعم النكد,,6,positive,-1,1,negative,NEGATIVE
154,154,@Beoonyyy حتى ستاربكس يدرون انك كئيبه قالو كيب سمايل,ستاربكس يدرون انك كئيبه قالو كيب سمايل,,7,positive,-1,1,negative,NEUTRAL
155,155,@beyankew حقت ستاربكس مره عليها شتم,حقت ستاربكس مره شتم,,4,negative,-1,-1,negative,NEUTRAL
156,156,@bklhq عاد حقت ستاربكس طعم نيدو,حقت ستاربكس طعم نيدو,,4,positive,-1,1,neutral,POSITIVE
157,157,@Blacko44 غالبًا دانكن مشروباته شينه الا البلاك,دانكن مشروباته شينه البلاك,,4,negative,-1,-1,negative,NEUTRAL
158,158,@bn___q8 ستاربكس معروف زحمه,ستاربكس معروف زحمه,,3,positive,-1,1,negative,NEUTRAL
159,159,@bnt_gahtani اقل شي قهوة على الطريق 😂😂😂😂😂😂😂,اقل شي قهوة الطريق,['😂'],4,negative,-1,-1,neutral,NEUTRAL
160,160,@Boshra_Elobidy2 @S3roo3 بشرى بلا سكر بكل هذا عذاب مش نسكافيه,بشرى بلا سكر بكل عذاب مش نسكافيه,,7,positive,-1,1,negative,NEGATIVE
161,161,@Bourisly_1 ستاربكس من زمان مقاطعم الطعم كلش,ستاربكس زمان مقاطعم الطعم كلش,,5,negative,-1,-1,negative,NEUTRAL
162,162,@brhmc2 كل فروع دانكن حق السيارات كذا زحمة,فروع دانكن حق السيارات زحمة,,5,negative,-1,-1,neutral,NEUTRAL
163,163,@bs_iio دانكن بعيد عليا شوي ستار تحت البيت 🌚,دانكن بعيد عليا شوي ستار البيت,['🌚'],6,negative,-1,-1,neutral,NEUTRAL
164,164,@bshooring ذقت حق ستاربكس وكان طعمه برسيم,ذقت حق ستاربكس طعمه برسيم,,5,positive,-1,1,positive,POSITIVE
165,165,@buazar @fshkhel2i بقوصك بفنجان نسكافيه بطرطش دمك عل حيطان ها 😂😂😂,بقوصك بفنجان نسكافيه بطرطش دمك حيطان,['😂'],6,positive,-1,1,negative,NEGATIVE
166,166,@Buduaij2 الكرك زادوه ...بس ما ادري عن ستاربكس لاني مب من زباينه,الكرك زادوه ادري ستاربكس لاني مب زباينه,,7,negative,-1,-1,negative,NEGATIVE
167,167,@callmemmommyy مريت دانكن ماعندهم اش دا,مريت دانكن ماعندهم اش دا,,5,negative,-1,-1,negative,NEUTRAL
168,168,@cc_ss_26 @janoubi_yanbu ما جربت مشويات الاسطوره بلا ستاربكس بلا خرابيط,جربت مشويات الاسطوره بلا ستاربكس بلا خرابيط,,7,positive,-1,1,negative,NEUTRAL
169,169,@CelebsArabic جربته من ستاربكس وندمت اني ما حطيت معه اي اضافات طلع طعمه كأنه سدر,جربته ستاربكس وندمت اني حطيت اضافات طلع طعمه كانه سدر,,10,negative,-1,-1,negative,NEGATIVE
170,170,@Chiekietta ماحب مال ستاربكس 😭,ماحب مال ستاربكس,['😭'],3,negative,-1,-1,neutral,POSITIVE
171,171,@cn3ls ستاربكس انتي وحظك حرفياً حسب الموظف يزبطه لك او لا,ستاربكس انتي وحظك حرفيا الموظف يزبطه,,6,negative,-1,-1,negative,NEGATIVE
172,172,@coach_wareef أنا عني أتسلط على الإسكريمات أو مشروبات ستاربكس الباردة🦦,انا عني اتسلط الاسكريمات مشروبات ستاربكس الباردة,['🦦'],7,negative,-1,-1,neutral,NEUTRAL
173,173,"@Cr7piilv المختصه تمزرك بالاسعار 
الله يعز دانكن",المختصه تمزرك بالاسعار الله يعز دانكن,,6,negative,-1,-1,negative,POSITIVE
174,174,@Culluni_ اي حقت ستاربكس مرا ماعجبتني انا كمان,حقت ستاربكس مرا ماعجبتني انا كمان,,6,negative,-1,-1,neutral,POSITIVE
175,175,@D_ec20 عشان افتك من الهواش مع موظفين ستاربكس فقعوا مرارتي,عشان افتك الهواش موظفين ستاربكس فقعوا مرارتي,,7,negative,-1,-1,negative,NEGATIVE
176,176,@D2hzb ستاربكس احيانا يكون مبالغ فيه بصراحه,ستاربكس احيانا مبالغ بصراحه,,4,positive,-1,1,negative,NEGATIVE
177,177,@d7qi_i نسكافيه 😭😭😭😭 مستفززز الطعم لابعد درررجه,نسكافيه مستفززز الطعم لابعد درررجه,['😭'],5,positive,-1,1,negative,NEGATIVE
178,178,@d7y10_ ياقدمي ماعندهم دانكن,ياقدمي ماعندهم دانكن,,3,negative,-1,-1,negative,NEUTRAL
179,179,@DaihaniNora ستاربكس يستخدمون نوع رديئ من الماتشا لا تاخذين منهم,ستاربكس يستخدمون نوع رديئ الماتشا تاخذين منهم,,7,negative,-1,-1,neutral,NEGATIVE
180,180,@dalal_836 @gorgeous4ew طعم قهوتهم خايس مجربها وتحسفت ستاربكس يطهم عشره صفر,طعم قهوتهم خايس مجربها وتحسفت ستاربكس يطهم عشره,,8,positive,-1,1,negative,NEGATIVE
181,181,"@dearmaviila @JllIIlI بس ذا اهون مررره من ستاربكس حق الكليه🤢
الله يكرم النعمه",اهون مررره ستاربكس حق الكليه الله يكرم النعمه,['🤢'],8,positive,-1,1,negative,POSITIVE
182,182,@demonNaslayer الصدق ما اشرب قهوه بس قريت ستاربكس ومالقيت دنكن,الصدق اشرب قهوه قريت ستاربكس ومالقيت دنكن,,7,positive,-1,1,negative,NEUTRAL
183,183,@Dereinii كل حاقة جميله الا دانكن 👋🏻😂قهوة وشاهي وعلوم زينه,حاقة جميله دانكن emoji waving hand light skin tone emoji قهوة وشاهي وعلوم زينه,"['😂', '👋🏻']",14,positive,-1,1,positive,POSITIVE
184,184,@dgma75 وقف نسكافيه، ومن بعدها القهوة..,نسكافيه بعدها القهوة,,3,positive,-1,1,neutral,NEUTRAL
185,185,@dh_5xx @Bso0mm طفحت من ستاربكس لين طلع من خشمي ولا صادفت احد ..,طفحت ستاربكس لين طلع خشمي صادفت,,6,positive,-1,1,negative,NEGATIVE
186,186,@dh_5xx الحمدلله اني ما اطيق ستاربكس وزدت كرهته الحين,الحمدلله اني اطيق ستاربكس وزدت كرهته الحين,,7,negative,-1,-1,negative,MIXED
187,187,@dh_5xx الديرة مافيها ستاربكس😔😞,الديرة مافيها ستاربكس,"['😞', '😔']",3,negative,-1,-1,negative,NEUTRAL
188,188,@dh_5xx الديره مافيها ستاربكس 😭💀,الديره مافيها ستاربكس,"['😭', '💀']",3,negative,-1,-1,negative,NEUTRAL
189,189,@dh_5xx المشكله ماحب ستاربكس ، مركاز ينفع؟,المشكله ماحب ستاربكس مركاز ينفع,,5,negative,-1,-1,negative,MIXED
190,190,@dh_5xx انا ستاربكس بس يدفعني زياده,انا ستاربكس يدفعني زياده,,4,positive,-1,1,negative,POSITIVE
191,191,@dh_5xx اول شي ستاربكس غالي يعني يمدحون كوفيهات الديرة,شي ستاربكس غالي يعني يمدحون كوفيهات الديرة,,7,positive,-1,1,negative,NEUTRAL
192,192,@dh_5xx حتى ستاربكس مو موجود عندنا,ستاربكس مو موجود عندنا,,4,negative,-1,-1,negative,NEUTRAL
193,193,@dh_5xx خسارة روحاتي ع ستاربكس بدون هدف https://t.co/Ty3eDHTioS,خسارة روحاتي ستاربكس بدون هدف,,5,negative,-1,-1,negative,NEGATIVE
194,194,@dh_5xx دقيقه ستاربكس حقنا كله شياب الخطه اي فرع,دقيقه ستاربكس حقنا كله شياب الخطه فرع,,7,negative,-1,-1,negative,NEUTRAL
195,195,@dh_5xx راح عمري وانا اكره ادخل ستاربكس من ريحته,عمري وانا اكره ادخل ستاربكس ريحته,,6,negative,-1,-1,negative,NEGATIVE
196,196,@dh_5xx رحت ل ستاربكس وللمكتبه وكل مكان ومالقيت احد ههههههههههههههههههههههههههههههههههههههههههههههه,رحت ستاربكس وللمكتبه وكل مكان ومالقيت ههههههههههههههههههههههههههههههههههههههههههههههه,,7,negative,-1,-1,negative,NEUTRAL
197,197,@dh_5xx ستاربكس غالي مايمدي غيره,ستاربكس غالي مايمدي غيره,,4,negative,-1,-1,positive,NEUTRAL
198,198,@dh_5xx عشان كذا انا مااحب ستاربكس 🤣🤣🤣,عشان انا مااحب ستاربكس,['🤣'],4,positive,-1,1,neutral,POSITIVE
199,199,@dh_5xx مافي عنا ستاربكس للأسف 🥲,مافي عنا ستاربكس للاسف,['\U0001f972'],4,negative,-1,-1,negative,NEUTRAL
200,200,@dh_5xx مايمدي دانكن ستاربكس غالي,مايمدي دانكن ستاربكس غالي,,4,negative,-1,-1,negative,NEUTRAL
201,201,@dh_5xx مستحيل احب احد يشرب من ستاربكس😢,مستحيل احب يشرب ستاربكس,['😢'],4,positive,-1,1,positive,NEGATIVE
202,202,@dh_5xx مستحيل لا ستاربكس جده غير مناسب 🤣,مستحيل ستاربكس جده مناسب,['🤣'],4,negative,-1,-1,neutral,NEGATIVE
203,203,@dh_5xx معليش ستاربكس غالي,معليش ستاربكس غالي,,3,negative,-1,-1,positive,NEUTRAL
204,204,@dh_5xx من اليوم بشرب قهوة بس ستاربكس سيء 🤣🤣,بشرب قهوة ستاربكس سيء,['🤣'],4,negative,-1,-1,negative,NEGATIVE
205,205,@dh_5xx نحط نسكافيه ومويه وظرف كريم كراميل ونسميه حلا ببسي,نحط نسكافيه ومويه وظرف كريم كراميل ونسميه حلا ببسي,,9,positive,-1,1,neutral,NEUTRAL
206,206,@dh_5xx ههههههههههههههههههههههههههههههههههههههههههههههه دوبي جايه وريحة ستاربكس طلاب مانصحكم 😭,ههههههههههههههههههههههههههههههههههههههههههههههه دوبي جايه وريحة ستاربكس طلاب مانصحكم,['😭'],7,negative,-1,-1,negative,POSITIVE
207,207,@dh_5xx واسمع بعد ان هاف مليون حمام واحد مختلط بس هذا مو تطور هذي قلة ادب وقرف,واسمع هاف حمام مختلط مو تطور قلة ادب وقرف,,9,negative,-1,-1,negative,NEGATIVE
208,208,@dh_5xx واللي ماتحب ستاربكس,واللي ماتحب ستاربكس,,3,positive,-1,1,neutral,POSITIVE
209,209,@Dharii_7 غريبة عاد دانكن ما عنده كابتشينو,غريبة دانكن عنده كابتشينو,,4,negative,-1,-1,negative,NEUTRAL
210,210,@dimath22616298 حمستني اجرب حقت ستاربكس 😋 جربت كم كوفي طعمه مرر ماتنلع 😑,حمستني اجرب حقت ستاربكس جربت كوفي طعمه مرر ماتنلع,"['😑', '😋']",9,negative,-1,-1,positive,NEUTRAL
211,211,"@dinatarek60 انتي الي ذوقك وحش يدينا 😔 
الناس كلها مبتحبش دانكن مفيش غيرك الي بتحبيه 😂",انتي ذوقك وحش يدينا الناس كلها مبتحبش دانكن مفيش غيرك بتحبيه,"['😂', '😔']",11,negative,-1,-1,negative,NEGATIVE
212,212,@donya_ali أكل و أكلت نسكافيه و عملت استنفذت كل المحاولات و باءت بالفشل 😔👌,اكل اكلت نسكافيه عملت استنفذت المحاولات باءت بالفشل,"['👌', '😔']",8,negative,-1,-1,negative,NEGATIVE
213,213,@dossary_q8maha ليش يقاطعون زحمه علي ستاربكس,ليش يقاطعون زحمه ستاربكس,,4,negative,-1,-1,neutral,NEUTRAL
214,214,"@Dr__Aljassar #مقاطعة_ستاربكس حول العالم 
لين يعرفون ان الله حق.",العالم لين يعرفون الله حق,,5,negative,-1,-1,negative,POSITIVE
215,215,@DrMadDu اخذ من دانكن دايييم,اخذ دانكن دايييم,,3,negative,-1,-1,neutral,NEUTRAL
216,216,@dsliilyy والله رايفت ع نسكافيه متاعه الجامعه واحد اعفن من الثاني,والله رايفت نسكافيه متاعه الجامعه اعفن,,6,positive,-1,1,negative,NEGATIVE
217,217,@Dualityvk ما اظن بتعطينها فرصه ستاربكس مع حليب لوز,اظن بتعطينها فرصه ستاربكس حليب لوز,,6,positive,-1,1,positive,NEUTRAL
218,218,@Duhaab دانكن ماعندهم خيبة املي متتوصفش,دانكن ماعندهم خيبة املي متتوصفش,,5,negative,-1,-1,negative,NEGATIVE
219,219,"@Dunkincareksa 
@DunkinDonutsKSA 
افا يا دانكن مافي عروض ليوم المرآه.!💔",افا دانكن مافي عروض ليوم المراه,['💔'],6,negative,-1,-1,negative,NEUTRAL
220,220,@Dunkincareksa  اليوم الساعه 7 صباحاً طلبت كوفي رول من دانكن فرع العدل بمدينة جده و حرفياً من جوا كانت عجينننههههه💔💔💔😭 https://t.co/y9kFRoHx3L,الساعه صباحا طلبت كوفي رول دانكن فرع العدل بمدينة جده حرفيا جوا عجينننههههه,"['😭', '💔']",13,positive,-1,1,neutral,MIXED
221,221,"@Dunkincareksa @alnserr99 @DunkinDonutsKSA السلام عليكم 
اليوم في دانكن يوجد شخص تعرض لي وقام بتهديدي في جدة فرع نورث افنيو الحمدانية وضرب ( مراية ) السيارة  يوم الخميس تاريخ 9 / 2 ميلادي ، الساعة 11:20 مساء 

احتاج تسجيل للحادثة عن طريق كاميرات الفرع حقكم في اسرع وقت حتى اشتكي عليه رجاءً كيف يمكن ذلك ؟",السلام عليكم دانكن يوجد شخص تعرض وقام بتهديدي جدة فرع نورث افنيو الحمدانية وضرب مراية السيارة الخميس تاريخ ميلادي الساعة احتاج تسجيل للحادثة طريق كاميرات الفرع حقكم اسرع وقت اشتكي رجاء,,31,negative,-1,-1,neutral,NEGATIVE
222,222,@Dunkincareksa @DunkinDonutsKSA رحت لفرع دانكن درايف ثرو وفرعين ثانيه كبار قالوا مافيه قطاف !!,رحت لفرع دانكن درايف ثرو وفرعين ثانيه كبار قالوا مافيه قطاف,,11,negative,-1,-1,neutral,NEGATIVE
