Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_sentiment
@D_ec20 عشان افتك من الهواش مع موظفين ستاربكس فقعوا مرارتي,عشان افتك الهواش موظفين ستاربكس فقعوا مرارتي,,7,negative,-1,-1,-1
@D2hzb ستاربكس احيانا يكون مبالغ فيه بصراحه,ستاربكس احيانا مبالغ بصراحه,,4,positive,-1,1,-1
@d7qi_i نسكافيه 😭😭😭😭 مستفززز الطعم لابعد درررجه,نسكافيه مستفززز الطعم لابعد درررجه,['😭'],5,positive,-1,1,1
@d7y10_ ياقدمي ماعندهم دانكن,ياقدمي ماعندهم دانكن,,3,negative,-1,-1,-1
@DaihaniNora ستاربكس يستخدمون نوع رديئ من الماتشا لا تاخذين منهم,ستاربكس يستخدمون نوع رديئ الماتشا تاخذين منهم,,7,negative,-1,-1,-1
@dalal_836 @gorgeous4ew طعم قهوتهم خايس مجربها وتحسفت ستاربكس يطهم عشره صفر,طعم قهوتهم خايس مجربها وتحسفت ستاربكس يطهم عشره,,8,positive,-1,1,-1
"@dearmaviila @JllIIlI بس ذا اهون مررره من ستاربكس حق الكليه🤢
الله يكرم النعمه",اهون مررره ستاربكس حق الكليه الله يكرم النعمه,['🤢'],8,positive,-1,1,-1
@demonNaslayer الصدق ما اشرب قهوه بس قريت ستاربكس ومالقيت دنكن,الصدق اشرب قهوه قريت ستاربكس ومالقيت دنكن,,7,positive,-1,1,1
@Dereinii كل حاقة جميله الا دانكن 👋🏻😂قهوة وشاهي وعلوم زينه,حاقة جميله دانكن emoji waving hand light skin tone emoji قهوة وشاهي وعلوم زينه,"['😂', '👋🏻']",14,positive,-1,1,1
@dgma75 وقف نسكافيه، ومن بعدها القهوة..,نسكافيه بعدها القهوة,,3,positive,-1,1,-1
@dh_5xx @Bso0mm طفحت من ستاربكس لين طلع من خشمي ولا صادفت احد ..,طفحت ستاربكس لين طلع خشمي صادفت,,6,positive,-1,1,1
@dh_5xx الحمدلله اني ما اطيق ستاربكس وزدت كرهته الحين,الحمدلله اني اطيق ستاربكس وزدت كرهته الحين,,7,negative,-1,-1,1
@dh_5xx الديرة مافيها ستاربكس😔😞,الديرة مافيها ستاربكس,"['😞', '😔']",3,negative,-1,-1,-1
@dh_5xx الديره مافيها ستاربكس 😭💀,الديره مافيها ستاربكس,"['😭', '💀']",3,negative,-1,-1,-1
@dh_5xx المشكله ماحب ستاربكس ، مركاز ينفع؟,المشكله ماحب ستاربكس مركاز ينفع,,5,negative,-1,-1,-1
@dh_5xx انا ستاربكس بس يدفعني زياده,انا ستاربكس يدفعني زياده,,4,positive,-1,1,1
@dh_5xx اول شي ستاربكس غالي يعني يمدحون كوفيهات الديرة,شي ستاربكس غالي يعني يمدحون كوفيهات الديرة,,7,positive,-1,1,1
@dh_5xx حتى ستاربكس مو موجود عندنا,ستاربكس مو موجود عندنا,,4,negative,-1,-1,-1
@dh_5xx خسارة روحاتي ع ستاربكس بدون هدف https://t.co/Ty3eDHTioS,خسارة روحاتي ستاربكس بدون هدف,,5,negative,-1,-1,-1
@dh_5xx دقيقه ستاربكس حقنا كله شياب الخطه اي فرع,دقيقه ستاربكس حقنا كله شياب الخطه فرع,,7,negative,-1,-1,-1
@dh_5xx راح عمري وانا اكره ادخل ستاربكس من ريحته,عمري وانا اكره ادخل ستاربكس ريحته,,6,negative,-1,-1,-1
@dh_5xx رحت ل ستاربكس وللمكتبه وكل مكان ومالقيت احد ههههههههههههههههههههههههههههههههههههههههههههههه,رحت ستاربكس وللمكتبه وكل مكان ومالقيت ههههههههههههههههههههههههههههههههههههههههههههههه,,7,negative,-1,-1,-1
@dh_5xx ستاربكس غالي مايمدي غيره,ستاربكس غالي مايمدي غيره,,4,negative,-1,-1,-1
@dh_5xx عشان كذا انا مااحب ستاربكس 🤣🤣🤣,عشان انا مااحب ستاربكس,['🤣'],4,positive,-1,1,-1
@dh_5xx مافي عنا ستاربكس للأسف 🥲,مافي عنا ستاربكس للاسف,['\U0001f972'],4,negative,-1,-1,-1
@dh_5xx مايمدي دانكن ستاربكس غالي,مايمدي دانكن ستاربكس غالي,,4,negative,-1,-1,-1
@dh_5xx مستحيل احب احد يشرب من ستاربكس😢,مستحيل احب يشرب ستاربكس,['😢'],4,positive,-1,1,1
@dh_5xx مستحيل لا ستاربكس جده غير مناسب 🤣,مستحيل ستاربكس جده مناسب,['🤣'],4,negative,-1,-1,-1
@dh_5xx معليش ستاربكس غالي,معليش ستاربكس غالي,,3,negative,-1,-1,-1
@dh_5xx من اليوم بشرب قهوة بس ستاربكس سيء 🤣🤣,بشرب قهوة ستاربكس سيء,['🤣'],4,negative,-1,-1,1
@dh_5xx نحط نسكافيه ومويه وظرف كريم كراميل ونسميه حلا ببسي,نحط نسكافيه ومويه وظرف كريم كراميل ونسميه حلا ببسي,,9,positive,-1,1,1
@dh_5xx ههههههههههههههههههههههههههههههههههههههههههههههه دوبي جايه وريحة ستاربكس طلاب مانصحكم 😭,ههههههههههههههههههههههههههههههههههههههههههههههه دوبي جايه وريحة ستاربكس طلاب مانصحكم,['😭'],7,negative,-1,-1,-1
@dh_5xx واسمع بعد ان هاف مليون حمام واحد مختلط بس هذا مو تطور هذي قلة ادب وقرف,واسمع هاف حمام مختلط مو تطور قلة ادب وقرف,,9,negative,-1,-1,-1
@dh_5xx واللي ماتحب ستاربكس,واللي ماتحب ستاربكس,,3,positive,-1,1,1
@Dharii_7 غريبة عاد دانكن ما عنده كابتشينو,غريبة دانكن عنده كابتشينو,,4,negative,-1,-1,-1
@dimath22616298 حمستني اجرب حقت ستاربكس 😋 جربت كم كوفي طعمه مرر ماتنلع 😑,حمستني اجرب حقت ستاربكس جربت كوفي طعمه مرر ماتنلع,"['😑', '😋']",9,negative,-1,-1,-1
"@dinatarek60 انتي الي ذوقك وحش يدينا 😔 
الناس كلها مبتحبش دانكن مفيش غيرك الي بتحبيه 😂",انتي ذوقك وحش يدينا الناس كلها مبتحبش دانكن مفيش غيرك بتحبيه,"['😂', '😔']",11,negative,-1,-1,1
@donya_ali أكل و أكلت نسكافيه و عملت استنفذت كل المحاولات و باءت بالفشل 😔👌,اكل اكلت نسكافيه عملت استنفذت المحاولات باءت بالفشل,"['👌', '😔']",8,negative,-1,-1,-1
@dossary_q8maha ليش يقاطعون زحمه علي ستاربكس,ليش يقاطعون زحمه ستاربكس,,4,negative,-1,-1,-1
"@Dr__Aljassar #مقاطعة_ستاربكس حول العالم 
لين يعرفون ان الله حق.",العالم لين يعرفون الله حق,,5,negative,-1,-1,1
@DrMadDu اخذ من دانكن دايييم,اخذ دانكن دايييم,,3,negative,-1,-1,-1
@dsliilyy والله رايفت ع نسكافيه متاعه الجامعه واحد اعفن من الثاني,والله رايفت نسكافيه متاعه الجامعه اعفن,,6,positive,-1,1,-1
@Dualityvk ما اظن بتعطينها فرصه ستاربكس مع حليب لوز,اظن بتعطينها فرصه ستاربكس حليب لوز,,6,positive,-1,1,1
@Duhaab دانكن ماعندهم خيبة املي متتوصفش,دانكن ماعندهم خيبة املي متتوصفش,,5,negative,-1,-1,-1
"@Dunkincareksa 
@DunkinDonutsKSA 
افا يا دانكن مافي عروض ليوم المرآه.!💔",افا دانكن مافي عروض ليوم المراه,['💔'],6,negative,-1,-1,-1
@Dunkincareksa  اليوم الساعه 7 صباحاً طلبت كوفي رول من دانكن فرع العدل بمدينة جده و حرفياً من جوا كانت عجينننههههه💔💔💔😭 https://t.co/y9kFRoHx3L,الساعه صباحا طلبت كوفي رول دانكن فرع العدل بمدينة جده حرفيا جوا عجينننههههه,"['😭', '💔']",13,positive,-1,1,-1
"@Dunkincareksa @alnserr99 @DunkinDonutsKSA السلام عليكم 
اليوم في دانكن يوجد شخص تعرض لي وقام بتهديدي في جدة فرع نورث افنيو الحمدانية وضرب ( مراية ) السيارة  يوم الخميس تاريخ 9 / 2 ميلادي ، الساعة 11:20 مساء 

احتاج تسجيل للحادثة عن طريق كاميرات الفرع حقكم في اسرع وقت حتى اشتكي عليه رجاءً كيف يمكن ذلك ؟",السلام عليكم دانكن يوجد شخص تعرض وقام بتهديدي جدة فرع نورث افنيو الحمدانية وضرب مراية السيارة الخميس تاريخ ميلادي الساعة احتاج تسجيل للحادثة طريق كاميرات الفرع حقكم اسرع وقت اشتكي رجاء,,31,negative,-1,-1,-1
@Dunkincareksa @DunkinDonutsKSA رحت لفرع دانكن درايف ثرو وفرعين ثانيه كبار قالوا مافيه قطاف !!,رحت لفرع دانكن درايف ثرو وفرعين ثانيه كبار قالوا مافيه قطاف,,11,negative,-1,-1,-1
@Dunkincareksa دانكن ممكن تتواصلون معي خاص بوريكم ملاحظة شفتها بمحل لكم ماودي انزلها بالعام لانها ملاحظة سيئة سيئة سيئة سيئة 😕🤓,دانكن ممكن تتواصلون معي خاص بوريكم ملاحظة شفتها بمحل ماودي انزلها بالعام لانها ملاحظة سيئة سيئة سيئة سيئة,"['😕', '🤓']",18,negative,-1,-1,-1
@Dunkincareksa لدي مشكله مع موظف دانكن ارسلت لكم على الخاص,مشكله موظف دانكن ارسلت الخاص,,5,negative,-1,-1,-1
@Dunkincareksa للاسف رفعت شكوى على حصلت حشرات في ثلاجة الدونات لشركة دانكن والى الان لي شهر رافع اشكوى ولم أجد اي رد أعتبار,للاسف رفعت شكوى حصلت حشرات ثلاجة الدونات لشركة دانكن والى شهر رافع اشكوى اجد رد اعتبار,,16,negative,-1,-1,-1
@Dunkincareksa لي اكثر من اسبوع احاول انبسط وانا اتقهوى دانكن لكن الكوب حقكم له راي ثاني كل يوم ينقط ويحوس المزاج,اسبوع احاول انبسط وانا اتقهوى دانكن الكوب حقكم راي ينقط ويحوس المزاج,,12,negative,-1,-1,-1
"@Dunkincareksa ليش كذا يا دانكن ؟؟ 
وفوقها الموظف حط لي دونات غير اللي طلبتها 😭😭💔
مانتبهت الا بعد ماوصلت البيت https://t.co/VPuEHoASda",ليش دانكن وفوقها الموظف حط دونات اللي طلبتها مانتبهت ماوصلت البيت,"['😭', '💔']",11,negative,-1,-1,-1
@Dunkincareksa ليه كذا ياموظفين دانكن ؟ مو مفللين الكوب ؟ شدعوه كل مره يزعلني منكم هالفرع واشتكي عليه ولا حياه لمن تنادي؟ https://t.co/ENA3h2FWIr,ليه ياموظفين دانكن مو مفللين الكوب شدعوه مره يزعلني منكم هالفرع واشتكي حياه لمن تنادي,,15,negative,-1,-1,-1
@Dunkincareksa من يوم انقطع من عندكم CRULLER ماعاد جيت دانكن,انقطع عندكم CRULLER ماعاد جيت دانكن,,6,negative,-1,-1,-1
@Dunkincareksa يا دانكن تم الطلب من التطبيق وعدم قبول الطلب من الكاشير وعند الغاء الطلب عدم ارجاع المبلغ للمحفظه او البطاقه وتم رفع بلاغين بتطبيق ومحد تجاوب معي وتم الاتصال مرتين على الرقم الموحد ولا احد رد. ارجو حل الموضوع وشكراً,دانكن الطلب التطبيق وعدم قبول الطلب الكاشير وعند الغاء الطلب ارجاع المبلغ للمحفظه البطاقه وتم رفع بلاغين بتطبيق ومحد تجاوب معي وتم الاتصال مرتين الرقم الموحد رد ارجو حل الموضوع وشكرا,,31,negative,-1,-1,-1
@DunkinDonutsKSA  صباح الخير دانكن للاسف الان دخلت فرعكم بالرياض طريق الامام مسلم وكانت رائحه الفرع الخاص بكم سيئه للغايه ومقززه وكذالك سطح الارضيات متسخ وبشكل  مقرف كذالك طاولات الجلوس في الطابق العلوي كله بقاياء اكل  ومستعد الان تزويدكم بصور للفرع ارجو منكم النظر في ذالك,الخير دانكن للاسف دخلت فرعكم بالرياض طريق الامام مسلم رائحه الفرع الخاص سيئه للغايه ومقززه وكذالك سطح الارضيات متسخ وبشكل مقرف كذالك طاولات الجلوس الطابق العلوي كله بقاياء اكل ومستعد تزويدكم بصور للفرع ارجو منكم النظر ذالك,,37,negative,-1,-1,1
@DunkinDonutsKSA #دانكن_دونات للأسف مستوى النظافة والجودة قلت https://t.co/n08ce1472T,للاسف مستوى النظافة والجودة قلت,,5,negative,-1,-1,1
@DunkinDonutsKSA افا من متى دانكن بخلاء كذا المفروض مجانا او ريالين,افا دانكن بخلاء المفروض مجانا ريالين,,6,negative,-1,-1,-1
@DunkinDonutsKSA الساده المحترمون... دانكن ... يوجد موظفه اسائة لي بأسلوب غير راقي والفاظ لاتليق بشركة دانكن بدون اي سبب علماً لم ارد عليها وكان أمام عملاء دانكن ومرصود بكاميرا الفرع ... فرع مكتبة جرير المدينة المنورة .,الساده المحترمون دانكن يوجد موظفه اسائة باسلوب راقي والفاظ لاتليق بشركة دانكن بدون سبب علما ارد عملاء دانكن ومرصود بكاميرا الفرع فرع مكتبة جرير المدينة المنورة,,26,negative,-1,-1,-1
